0 4 2 1 0.75 0.75 0.5099019513592784 trust_region trust_region_boundary false 1.0 0.2549509756796393 0.2549509756796393 1.0000000000000004 0.5 0.09999999999999964 1.5 1.0 1.0 1.0 1.85 1.6 1.9 -0.5 0.0 0.0 0.5 -0.49029033784546017 -0.09805806756909163
1 6 1 1 0.6 0.6 2.8039511118757154 trust_region trust_region_boundary false 0.2842593764971974 2.8039511118757154 0.7970493947904143 -1.4655354594472652 0.019419324309079666 2.8038838648618167 0.5097096621545398 0.9019419324309084 -0.49029033784546017 0.9019419324309084 1.0733031891708964 1.0538838648618167 3.877187054032713 -1.0 0.0 0.0 1.0 -0.006925700033367899 -0.999976017051933
2 9 1 1 0.36 0.36 2.740963757788438 altmov cauchy_altmov false -0.05480798194847308 2.0573240323576547 -0.1127577784276182 -0.44963409139298305 -1.9736787930781268 2.803883864861817 0.5097096621545398 0.9019419324309084 -0.49721603787882807 -0.09803408462102459 1.0733031891708964 0.2568344700714024 3.877187054032713 -1.006925700033368 -0.999976017051933 0.0 1.0 0.42279235328231013 -0.4257306965747317
3 11 1 1 0.216 0.216 0.5766210540510793 altmov usual_altmov false -2.1492088931122084 0.2075835794583883 -0.4461404750360329 0.5103398900229397 0.43528597755802184 0.378177151235152 0.5097096621545398 0.9019419324309084 -0.49721603787882807 -0.09803408462102459 1.0733031891708964 0.2568344700714024 0.2798684308499605 -1.006925700033368 -0.999976017051933 -0.5841333467510578 -1.4257067136266648 -0.255438417944839 -0.2536754119693861
4 12 1 0 0.216 0.216 1.2043726422607426 trust_region trust_region_boundary false 0.506014731780501 0.2601444907283204 0.1316369447000661 -0.24022836535653058 -0.8270781404201852 -0.8754742777861672 -0.49721603787882807 -0.09803408462102459 -0.49721603787882807 -0.09803408462102459 0.2568344700714024 0.6901882998631006 0.2798684308499605 -0.255438417944839 -0.2536754119693861 0.42279235328231024 -0.42573069657473184 0.14833355729121844 0.1570132344145958
5 14 1 1 0.1296 0.1296 0.6097255869859022 trust_region trust_region_boundary false 0.2606669042368023 0.1317007267889548 0.03433002073781374 0.010893708167595828 -0.40472148920680473 -0.4560326826001939 -0.49721603787882807 -0.09803408462102459 -0.3488824805876096 0.05897914979357122 0.2568344700714024 0.12519752537133633 0.2798684308499605 0.14833355729121844 0.1570132344145958 0.42279235328231024 -0.42573069657473184 0.1433757144764389 0.16155310117224822
6 17 1 1 0.07776 0.07776 0.38475944150993713 altmov cauchy_altmov false -0.5426517632038398 0.04986482361968782 -0.027059234459072073 0.10610212962213167 -0.2445925547466224 -0.29700893924856747 -0.49721603787882807 -0.09803408462102459 -0.20550676611117072 0.22053225096581944 0.2568344700714024 0.09086750463352258 0.2798684308499605 0.2917092717676574 0.318566335586844 0.42279235328231024 -0.42573069657473184 0.09558147379965702 -0.08752337896976714
7 18 1 2 0.046655999999999996 0.046655999999999996 0.6081478690065649 trust_region trust_region_boundary false 0.2582027986846926 0.04728957829395051 0.012210301464116911 -0.04161721529319484 -0.6071413301903418 0.03497478737502767 -0.49721603787882807 -0.09803408462102459 -0.1099252923115137 0.1330088719960523 0.2568344700714024 0.09086750463352258 0.029774929919433958 0.2917092717676574 0.318566335586844 0.38729074556731435 0.23104295661707688 0.07763130028346993 -0.004472003611103337
8 21 1 2 0.027993599999999997 0.027993599999999997 0.47937086881318236 altmov cauchy_altmov false -0.06542961859937652 0.022365527255347857 -0.0014633679180913704 0.013899611208481544 -0.4708859367194229 -0.08979345447512839 -0.49721603787882807 -0.09803408462102459 -0.03229399202804377 0.12853686838494896 0.2568344700714024 0.09086750463352258 0.017564628455317047 0.2917092717676574 0.318566335586844 0.4649220458507843 0.22657095300597355 0.021884471342069244 0.0412050027311994
9 22 1 0 0.027993599999999997 0.027993599999999997 0.44601987990572545 trust_region trust_region_boundary false 0.5116735147600823 0.012485702110128914 0.006388603082937037 -0.03957278385333617 -0.21591628679714528 0.3902741220819678 -0.03229399202804377 0.12853686838494896 -0.03229399202804377 0.12853686838494896 0.017564628455317047 0.09086750463352258 0.02892066093092285 -0.1732127740831269 0.09199538258087045 0.021884471342069244 0.0412050027311994 0.013551580183740093 -0.024494822217841522
10 24 1 2 0.016796159999999997 0.016796159999999997 0.40489310160668984 bad_trust_region trust_region_boundary false 0.07100085086081706 0.011334415529137033 0.0008047531465787874 -0.00031106617894741465 -0.40312590026617595 0.03778799099278006 -0.03229399202804377 0.12853686838494896 -0.018742411844303676 0.10404204616710744 0.017564628455317047 0.09086750463352258 0.01117602537238001 -0.1732127740831269 0.09199538258087045 0.013551580183740093 -0.024494822217841522 0.027871418794023644 -0.002612595523257516
11 26 1 2 0.010077695999999999 0.010077695999999999 2.4164202112637643 altmov cauchy_altmov false -0.6043511028280886 0.005826821045359889 -0.0035214457247451647 0.2293364413256646 -1.4981422077699458 -2.0239547505220585 -0.03229399202804377 0.12853686838494896 -0.018742411844303676 0.10404204616710744 0.017564628455317047 0.09086750463352258 0.010371272225801222 -0.1732127740831269 0.09199538258087045 0.041422998977763734 -0.027107417741099038 -0.009197189173728658 -0.014054277001975174
12 27 1 1 0.015116543999999999 0.015116543999999999 0.22392711648012212 trust_region trust_region_boundary false 0.7838065033659836 0.002256669406043259 0.001768792156403758 -0.011901258083677924 -0.028291317385176172 0.2221327415211756 -0.03229399202804377 0.12853686838494896 -0.027939601018032334 0.08998776916513226 0.017564628455317047 0.008878419904363962 0.010371272225801222 0.004354391010011435 -0.038549099219816696 0.041422998977763734 -0.027107417741099038 0.0012732325612411013 -0.009996941307890694
