2 6 35 70 0.0000e+00 0.0000e+00 0.0000e+00 0
2 6 48 96 3.0000e+00 0.0000e+00 0.0000e+00 0
2 9 17 34 -2.0000e+00 0.0000e+00 0.0000e+00 0
3 0 1 2 3.3000e+01 0.0000e+00 0.0000e+00 0
4 20 51 102 0.0000e+00 0.0000e+00 0.0000e+00 0
5 9 17 34 2.0000e+00 0.0000e+00 0.0000e+00 0
10 6 8 16 -4.6000e+01 0.0000e+00 0.0000e+00 0
2 1 2 4 0.0000e+00 0.0000e+00 0.0000e+00 0
2 0 1 2 0.0000e+00 0.0000e+00 0.0000e+00 0
3 21 109 218 0.0000e+00 0.0000e+00 0.0000e+00 0
4 2 7 14 0.0000e+00 0.0000e+00 0.0000e+00 0
5 5 14 28 0.0000e+00 0.0000e+00 0.0000e+00 0
10 6 8 16 -4.6000e+01 0.0000e+00 0.0000e+00 0
2 1 37 74 1.0000e+00 0.0000e+00 0.0000e+00 6
3 0 1 2 3.3000e+01 0.0000e+00 0.0000e+00 0
4 5 105 210 3.0000e+00 0.0000e+00 0.0000e+00 0
10 6 8 16 -4.6000e+01 0.0000e+00 0.0000e+00 0
4 7 10 20 -2.0000e+00 0.0000e+00 0.0000e+00 0
5 9 17 34 2.0000e+00 0.0000e+00 0.0000e+00 0
4 45 56 112 3.3000e+01 0.0000e+00 0.0000e+00 0
5 13 29 58 2.0000e+00 0.0000e+00 0.0000e+00 0
5 9 17 34 2.0000e+00 0.0000e+00 0.0000e+00 0
10 6 8 16 -4.6000e+01 0.0000e+00 0.0000e+00 0
2 9 79 237 0.0000e+00 0.0000e+00 0.0000e+00 0
2 6 20 60 0.0000e+00 0.0000e+00 0.0000e+00 0
3 21 109 327 0.0000e+00 0.0000e+00 0.0000e+00 0
4 2 7 21 0.0000e+00 0.0000e+00 0.0000e+00 0
5 5 14 42 0.0000e+00 0.0000e+00 0.0000e+00 0
10 6 8 24 -4.6000e+01 0.0000e+00 0.0000e+00 0
2 1 37 111 1.0000e+00 0.0000e+00 0.0000e+00 6
3 0 1 3 3.3000e+01 0.0000e+00 0.0000e+00 0
4 5 105 315 3.0000e+00 0.0000e+00 0.0000e+00 0
10 6 8 24 -4.6000e+01 0.0000e+00 0.0000e+00 0
4 19 33 99 0.0000e+00 0.0000e+00 0.0000e+00 0
5 9 17 51 2.0000e+00 0.0000e+00 0.0000e+00 0
4 1 4 12 3.3000e+01 0.0000e+00 0.0000e+00 0
5 13 29 87 2.0000e+00 0.0000e+00 0.0000e+00 0
5 9 17 51 2.0000e+00 0.0000e+00 0.0000e+00 0
10 6 8 24 -4.6000e+01 0.0000e+00 0.0000e+00 0
2 1 2 6 0.0000e+00 0.0000e+00 0.0000e+00 0
3 24 117 351 0.0000e+00 0.0000e+00 0.0000e+00 0
4 6 31 93 0.0000e+00 0.0000e+00 0.0000e+00 0
10 6 8 24 -4.6000e+01 0.0000e+00 0.0000e+00 0
4 3 11 33 0.0000e+00 0.0000e+00 0.0000e+00 0
5 5 14 42 0.0000e+00 0.0000e+00 0.0000e+00 0
4 3 10 30 0.0000e+00 0.0000e+00 0.0000e+00 0
5 5 14 42 0.0000e+00 0.0000e+00 0.0000e+00 0
5 5 14 42 0.0000e+00 0.0000e+00 0.0000e+00 0
10 6 8 24 -4.6000e+01 0.0000e+00 0.0000e+00 0
3 1 20 60 3.3000e+01 1.0000e+00 1.6000e+01 8
4 7 39 117 1.0000e+00 0.0000e+00 0.0000e+00 0
5 9 17 51 2.0000e+00 0.0000e+00 0.0000e+00 0
NaN NaN NaN NaN NaN NaN NaN NaN
5 13 29 87 2.0000e+00 0.0000e+00 0.0000e+00 0
10 6 8 24 -4.6000e+01 0.0000e+00 0.0000e+00 0
4 18 32 96 1.0000e+00 0.0000e+00 0.0000e+00 0
5 13 29 87 2.0000e+00 0.0000e+00 0.0000e+00 0
5 9 17 51 2.0000e+00 0.0000e+00 0.0000e+00 0
5 13 29 87 2.0000e+00 0.0000e+00 0.0000e+00 0
2 1 2 8 0.0000e+00 0.0000e+00 0.0000e+00 0
3 24 117 468 0.0000e+00 0.0000e+00 0.0000e+00 0
4 6 31 124 0.0000e+00 0.0000e+00 0.0000e+00 0
10 6 8 32 -4.6000e+01 0.0000e+00 0.0000e+00 0
3 7 35 140 0.0000e+00 0.0000e+00 0.0000e+00 0
4 3 11 44 0.0000e+00 0.0000e+00 0.0000e+00 0
5 5 14 56 0.0000e+00 0.0000e+00 0.0000e+00 0
4 3 10 40 0.0000e+00 0.0000e+00 0.0000e+00 0
